time_bin,grid_x,grid_y,count
2018-02-08,7000,3283,1
2018-02-08,8000,2277,1
2018-02-08,8000,2804,1
2018-02-09,3000,1989,1
2018-02-09,3000,2671,1
2018-02-09,5000,1860,1
2018-02-09,5000,2154,1
2018-02-09,5000,2450,1
2018-02-09,5000,2477,1
2018-02-09,5000,2854,1
2018-02-09,6000,1737,1
2018-02-09,6000,2622,1
2018-02-09,6000,2676,1
2018-02-09,6000,3059,1
2018-02-09,6000,3423,1
2018-02-09,7000,1965,1
2018-02-09,7000,2379,1
2018-02-09,7000,2622,1
2018-02-09,7000,2724,1
2018-02-09,7000,2728,1
2018-02-09,7000,2825,1
2018-02-09,7000,3222,1
2018-02-09,8000,1874,1
2018-02-09,8000,2459,1
2018-02-09,8000,2785,1
2018-02-09,8000,2936,1
2018-02-09,9000,2218,1
2018-02-10,3000,2880,1
2018-02-10,4000,2162,1
2018-02-10,4000,2713,1
2018-02-10,4000,2893,1
2018-02-10,5000,2017,1
2018-02-10,5000,2274,1
2018-02-10,5000,2476,1
2018-02-10,5000,2920,1
2018-02-10,6000,1708,1
2018-02-10,6000,1785,1
2018-02-10,6000,2598,1
2018-02-10,6000,3220,1
2018-02-10,7000,2159,1
2018-02-10,7000,2277,1
2018-02-10,7000,2455,1
2018-02-10,7000,2564,1
2018-02-10,7000,2821,1
2018-02-10,7000,3400,1
2018-02-10,8000,1500,1
2018-02-10,8000,1555,1
2018-02-10,8000,2174,1
2018-02-10,8000,2480,1
2018-02-10,8000,2855,1
2018-02-10,9000,3165,1
2018-02-11,3000,2849,1
2018-02-11,4000,2159,1
2018-02-11,4000,2498,1
2018-02-11,5000,1500,1
2018-02-11,5000,2177,1
2018-02-11,5000,2962,1
2018-02-11,6000,2390,1
2018-02-11,6000,2513,1
2018-02-11,6000,2604,1
2018-02-11,6000,2948,1
2018-02-11,6000,3200,1
2018-02-11,7000,1999,1
2018-02-11,7000,2359,1
2018-02-11,7000,2376,1
2018-02-11,7000,2530,1
2018-02-11,7000,2697,1
2018-02-11,7000,2786,1
2018-02-11,7000,2939,1
2018-02-11,8000,1921,1
2018-02-11,8000,2214,1
2018-02-11,8000,2818,1
2018-02-11,8000,3252,1
2018-02-11,8000,3399,1
2018-02-11,9000,2820,1
2018-02-12,3000,2174,1
2018-02-12,3000,2560,1
2018-02-12,4000,3571,1
2018-02-12,5000,2155,1
2018-02-12,5000,2371,1
2018-02-12,5000,2761,1
2018-02-12,5000,2807,1
2018-02-12,6000,1989,1
2018-02-12,6000,2599,1
2018-02-12,6000,2718,1
2018-02-12,7000,2213,1
2018-02-12,7000,2232,1
2018-02-12,7000,2258,1
2018-02-12,7000,2340,1
2018-02-12,7000,2488,1
2018-02-12,7000,2519,1
2018-02-12,7000,3025,1
2018-02-12,7000,3159,1
2018-02-12,8000,2599,1
2018-02-12,8000,3364,1
2018-02-12,8000,3368,1
2018-02-12,9000,1666,1
2018-02-12,9000,2712,1
2018-02-12,9000,3538,1
2018-02-13,3000,1712,1
2018-02-13,3000,2747,1
2018-02-13,5000,2164,1
2018-02-13,5000,2225,1
2018-02-13,5000,2414,1
2018-02-13,5000,3190,1
2018-02-13,6000,1768,1
2018-02-13,6000,2258,1
2018-02-13,6000,2481,1
2018-02-13,6000,2612,1
2018-02-13,6000,3287,1
2018-02-13,7000,2187,1
2018-02-13,7000,2271,1
2018-02-13,7000,2630,1
2018-02-13,7000,2698,1
2018-02-13,7000,2700,1
2018-02-13,7000,3024,1
2018-02-13,7000,3039,1
2018-02-13,7000,3238,1
2018-02-13,7000,3342,1
2018-02-13,8000,1887,1
2018-02-13,8000,2824,1
2018-02-13,8000,2826,1
2018-02-13,8000,2942,1
2018-02-14,3000,2487,1
2018-02-14,4000,2253,1
2018-02-14,4000,2319,1
2018-02-14,4000,2739,1
2018-02-14,4000,3250,1
2018-02-14,5000,1630,1
2018-02-14,5000,1853,1
2018-02-14,5000,2286,1
2018-02-14,5000,2673,1
2018-02-14,6000,1500,1
2018-02-14,6000,1722,1
2018-02-14,6000,1859,1
2018-02-14,6000,2266,1
2018-02-14,6000,2315,1
2018-02-14,7000,1940,1
2018-02-14,7000,2477,1
2018-02-14,7000,2538,1
2018-02-14,7000,2772,1
2018-02-14,7000,2886,1
2018-02-14,7000,3074,1
2018-02-14,7000,3080,1
2018-02-14,8000,2998,1
2018-02-14,8000,3086,1
2018-02-14,9000,2925,1
2018-02-15,3000,2430,1
2018-02-15,3000,2691,1
2018-02-15,4000,2526,1
2018-02-15,4000,2715,1
2018-02-15,4000,3015,1
2018-02-15,5000,2339,1
2018-02-15,5000,2481,1
2018-02-15,5000,3538,1
2018-02-15,6000,2325,1
2018-02-15,6000,2864,1
2018-02-15,7000,1501,1
2018-02-15,7000,2326,1
2018-02-15,7000,2370,1
2018-02-15,7000,2402,1
2018-02-15,7000,2464,1
2018-02-15,7000,2619,1
2018-02-15,7000,2866,1
2018-02-15,7000,2958,1
2018-02-15,7000,2999,1
2018-02-15,7000,3544,1
2018-02-15,8000,1500,1
2018-02-15,8000,2460,1
2018-02-15,8000,2539,1
2018-02-15,9000,2673,1
2018-02-16,4000,1980,1
2018-02-16,4000,2405,1
2018-02-16,5000,1973,1
2018-02-16,5000,2819,1
2018-02-16,5000,3457,1
2018-02-16,6000,2609,1
2018-02-16,6000,2682,1
2018-02-16,6000,2935,1
2018-02-16,6000,3053,1
2018-02-16,6000,3317,1
2018-02-16,6000,3702,1
2018-02-16,7000,1927,1
2018-02-16,7000,2471,1
2018-02-16,7000,2575,1
2018-02-16,7000,2601,1
2018-02-16,7000,2651,1
2018-02-16,7000,2806,1
2018-02-16,8000,1928,1
2018-02-16,8000,2123,1
2018-02-16,8000,2188,1
2018-02-16,8000,2748,1
2018-02-16,8000,3025,1
2018-02-16,8000,3054,1
2018-02-16,8000,3094,1
2018-02-17,4000,1952,1
2018-02-17,4000,2077,1
2018-02-17,5000,2378,1
2018-02-17,5000,2468,1
2018-02-17,5000,2799,1
2018-02-17,5000,2851,1
2018-02-17,5000,2982,1
2018-02-17,5000,3095,1
2018-02-17,6000,2004,1
2018-02-17,6000,2563,1
2018-02-17,6000,3297,1
2018-02-17,7000,1780,1
2018-02-17,7000,2413,1
2018-02-17,7000,2425,1
2018-02-17,7000,2508,1
2018-02-17,7000,2664,1
2018-02-17,7000,2711,1
2018-02-17,7000,2727,1
2018-02-17,7000,3188,1
2018-02-17,7000,3307,1
2018-02-17,8000,1500,1
2018-02-17,8000,1886,1
2018-02-17,8000,2351,1
2018-02-17,8000,2661,1
2018-02-18,3000,2123,1
2018-02-18,4000,2156,1
2018-02-18,4000,2927,1
2018-02-18,4000,3626,1
2018-02-18,5000,2469,1
2018-02-18,5000,2991,1
2018-02-18,5000,3720,1
2018-02-18,6000,2338,1
2018-02-18,6000,2360,1
2018-02-18,6000,2641,1
2018-02-18,7000,1500,1
2018-02-18,7000,1677,1
2018-02-18,7000,2782,1
2018-02-18,7000,2797,1
2018-02-18,7000,3005,1
2018-02-18,7000,3011,1
2018-02-18,7000,3321,1
2018-02-18,8000,1805,1
2018-02-18,8000,1838,1
2018-02-18,8000,2181,1
2018-02-18,8000,2552,1
2018-02-18,8000,2879,1
2018-02-18,8000,3192,1
2018-02-18,8000,3645,1
2018-02-19,3000,2016,1
2018-02-19,4000,1654,1
2018-02-19,4000,2005,1
2018-02-19,4000,2388,1
2018-02-19,4000,2451,1
2018-02-19,4000,2959,1
2018-02-19,5000,1833,1
2018-02-19,5000,1948,1
2018-02-19,5000,2009,1
2018-02-19,6000,1715,1
2018-02-19,6000,2612,1
2018-02-19,6000,2775,1
2018-02-19,6000,2776,1
2018-02-19,6000,2970,1
2018-02-19,7000,2006,1
2018-02-19,7000,2199,1
2018-02-19,7000,2490,1
2018-02-19,7000,2553,1
2018-02-19,7000,2590,1
2018-02-19,7000,2720,1
2018-02-19,7000,3182,1
2018-02-19,7000,3196,1
2018-02-19,8000,1704,1
2018-02-19,8000,2660,1
2018-02-20,3000,2082,1
2018-02-20,3000,3124,1
2018-02-20,4000,2141,1
2018-02-20,4000,2639,1
2018-02-20,4000,2817,1
2018-02-20,5000,1906,1
2018-02-20,5000,2154,1
2018-02-20,5000,2163,1
2018-02-20,6000,2707,1
2018-02-20,6000,2947,1
2018-02-20,7000,1799,1
2018-02-20,7000,1878,1
2018-02-20,7000,2169,1
2018-02-20,7000,2285,1
2018-02-20,7000,2520,1
2018-02-20,7000,2561,1
2018-02-20,7000,2563,1
2018-02-20,7000,2655,1
2018-02-20,7000,2772,1
2018-02-20,8000,2149,1
2018-02-20,8000,2353,1
2018-02-20,8000,2524,1
2018-02-20,8000,3375,1
2018-02-20,8000,3573,1
2018-02-21,3000,2435,1
2018-02-21,4000,2115,1
2018-02-21,4000,2407,1
2018-02-21,4000,2456,1
2018-02-21,4000,3314,1
2018-02-21,4000,3605,1
2018-02-21,5000,2517,1
2018-02-21,5000,3339,1
2018-02-21,6000,2098,1
2018-02-21,6000,2175,1
2018-02-21,6000,2310,1
2018-02-21,6000,2426,1
2018-02-21,6000,2982,1
2018-02-21,6000,3790,1
2018-02-21,7000,1815,1
2018-02-21,7000,1993,1
2018-02-21,7000,2209,1
2018-02-21,7000,2221,1
2018-02-21,7000,2398,1
2018-02-21,7000,2522,1
2018-02-21,8000,1888,1
2018-02-21,8000,2223,1
2018-02-21,8000,2784,1
2018-02-21,8000,3320,1
2018-02-22,4000,2048,1
2018-02-22,4000,2472,1
2018-02-22,4000,3336,1
2018-02-22,5000,1793,1
2018-02-22,5000,2444,1
2018-02-22,5000,2538,1
2018-02-22,5000,3046,1
2018-02-22,6000,1503,1
2018-02-22,6000,1895,1
2018-02-22,6000,2687,1
2018-02-22,6000,2710,1
2018-02-22,7000,1722,1
2018-02-22,7000,2040,1
2018-02-22,7000,2585,1
2018-02-22,7000,2665,1
2018-02-22,7000,2769,1
2018-02-22,7000,2779,1
2018-02-22,7000,3118,1
2018-02-22,8000,2132,1
2018-02-22,8000,2147,1
2018-02-22,8000,2805,1
2018-02-22,8000,2917,1
2018-02-22,8000,3114,1
2018-02-22,9000,2617,1
2018-02-23,4000,2342,1
2018-02-23,4000,2567,1
2018-02-23,5000,1834,1
2018-02-23,5000,2541,1
2018-02-23,5000,2571,1
2018-02-23,5000,2919,1
2018-02-23,6000,2345,1
2018-02-23,6000,2497,1
2018-02-23,6000,2697,1
2018-02-23,6000,3660,1
2018-02-23,7000,1582,1
2018-02-23,7000,1948,1
2018-02-23,7000,2107,1
2018-02-23,7000,2424,1
2018-02-23,7000,2451,1
2018-02-23,7000,2596,1
2018-02-23,7000,2694,1
2018-02-23,7000,2754,1
2018-02-23,7000,2978,1
2018-02-23,7000,3107,1
2018-02-23,7000,3746,1
2018-02-23,8000,1500,1
2018-02-23,8000,1954,1
2018-02-23,9000,2854,1
2018-02-24,4000,2413,1
2018-02-24,4000,2634,1
2018-02-24,4000,2768,1
2018-02-24,5000,2407,1
2018-02-24,5000,2996,1
2018-02-24,6000,1844,1
2018-02-24,6000,1967,1
2018-02-24,6000,2051,1
2018-02-24,6000,2166,1
2018-02-24,6000,2347,1
2018-02-24,6000,2355,1
2018-02-24,6000,2495,1
2018-02-24,6000,2505,1
2018-02-24,6000,2779,1
2018-02-24,6000,2909,1
2018-02-24,6000,3043,1
2018-02-24,6000,3195,1
2018-02-24,7000,2514,1
2018-02-24,7000,2960,1
2018-02-24,8000,2122,1
2018-02-24,8000,2195,1
2018-02-24,8000,2661,1
2018-02-24,8000,2737,1
2018-02-24,9000,2487,1
2018-02-25,4000,2574,1
2018-02-25,4000,2585,1
2018-02-25,5000,2502,1
2018-02-25,5000,2532,1
2018-02-25,5000,2580,1
2018-02-25,5000,3095,1
2018-02-25,6000,2331,1
2018-02-25,6000,2743,1
2018-02-25,6000,2765,1
2018-02-25,6000,3109,1
2018-02-25,6000,3245,1
2018-02-25,6000,3265,1
2018-02-25,7000,2030,1
2018-02-25,7000,2349,1
2018-02-25,7000,2393,1
2018-02-25,7000,2428,1
2018-02-25,7000,2465,1
2018-02-25,7000,2528,1
2018-02-25,8000,1512,1
2018-02-25,8000,1895,1
2018-02-25,8000,2193,1
2018-02-25,8000,2306,1
2018-02-25,9000,2718,1
2018-02-25,9000,2800,1
2018-02-26,4000,2033,1
2018-02-26,4000,2388,1
2018-02-26,4000,2771,1
2018-02-26,5000,1599,1
2018-02-26,5000,2212,1
2018-02-26,5000,2592,1
2018-02-26,5000,2880,1
2018-02-26,6000,1500,1
2018-02-26,6000,1761,1
2018-02-26,6000,1817,1
2018-02-26,6000,2013,1
2018-02-26,6000,2421,1
2018-02-26,6000,2486,1
2018-02-26,7000,1500,1
2018-02-26,7000,1758,1
2018-02-26,7000,1915,1
2018-02-26,7000,2696,1
2018-02-26,7000,2967,1
2018-02-26,7000,2975,1
2018-02-26,7000,3098,1
2018-02-26,8000,2227,1
2018-02-26,8000,2560,1
2018-02-26,8000,2790,1
2018-02-26,9000,2492,1
2018-02-27,3000,2197,1
2018-02-27,3000,2516,1
2018-02-27,3000,3356,1
2018-02-27,4000,1693,1
2018-02-27,4000,2165,1
2018-02-27,4000,2278,1
2018-02-27,4000,2650,1
2018-02-27,4000,2839,1
2018-02-27,4000,3413,1
2018-02-27,5000,2161,1
2018-02-27,5000,2256,1
2018-02-27,5000,2730,1
2018-02-27,6000,2197,1
2018-02-27,7000,2123,1
2018-02-27,7000,2395,1
2018-02-27,7000,2414,1
2018-02-27,7000,2871,1
2018-02-27,7000,3020,1
2018-02-27,7000,3236,1
2018-02-27,7000,3281,1
2018-02-27,8000,1814,1
2018-02-27,8000,3151,1
2018-02-27,8000,3579,1
2018-02-27,9000,2058,1
2018-02-28,3000,2178,1
2018-02-28,3000,3093,1
2018-02-28,4000,2014,1
2018-02-28,4000,2172,1
2018-02-28,5000,1826,1
2018-02-28,5000,2317,1
2018-02-28,5000,2375,1
2018-02-28,5000,2568,1
2018-02-28,5000,2859,1
2018-02-28,5000,3583,1
2018-02-28,6000,1789,1
2018-02-28,6000,2122,1
2018-02-28,6000,2339,1
2018-02-28,6000,2768,1
2018-02-28,6000,3100,1
2018-02-28,6000,3251,1
2018-02-28,7000,2592,1
2018-02-28,7000,2728,1
2018-02-28,7000,2778,1
2018-02-28,7000,3164,1
2018-02-28,7000,3507,1
2018-02-28,8000,1977,1
2018-02-28,9000,2964,1
2018-02-28,9000,2998,1
2018-03-01,3000,1517,1
2018-03-01,3000,1978,1
2018-03-01,4000,2362,1
2018-03-01,4000,2389,1
2018-03-01,4000,2634,1
2018-03-01,4000,2908,1
2018-03-01,4000,3264,1
2018-03-01,5000,2376,1
2018-03-01,5000,2867,1
2018-03-01,5000,2930,1
2018-03-01,6000,2080,1
2018-03-01,6000,2641,1
2018-03-01,6000,2745,1
2018-03-01,6000,2754,1
2018-03-01,6000,3036,1
2018-03-01,7000,2529,1
2018-03-01,7000,2769,1
2018-03-01,8000,2208,1
2018-03-01,8000,2318,1
2018-03-01,8000,2654,1
2018-03-01,8000,3304,1
2018-03-01,8000,3528,1
2018-03-01,9000,1948,1
2018-03-01,9000,2416,1
2018-03-02,4000,2654,1
2018-03-02,5000,2591,1
2018-03-02,5000,2837,1
2018-03-02,6000,1620,1
2018-03-02,6000,1852,1
2018-03-02,6000,2700,1
2018-03-02,6000,2831,1
2018-03-02,6000,2877,1
2018-03-02,6000,3145,1
2018-03-02,7000,1888,1
2018-03-02,7000,2075,1
2018-03-02,7000,2236,1
2018-03-02,7000,2431,1
2018-03-02,7000,2511,1
2018-03-02,7000,2620,1
2018-03-02,7000,2691,1
2018-03-02,7000,2783,1
2018-03-02,7000,2793,1
2018-03-02,7000,3119,1
2018-03-02,7000,3801,1
2018-03-02,8000,2174,1
2018-03-02,8000,2395,1
2018-03-02,8000,3087,1
2018-03-02,8000,3351,1
2018-03-03,5000,1620,1
2018-03-03,5000,2108,1
2018-03-03,5000,2300,1
2018-03-03,6000,1791,1
2018-03-03,6000,1902,1
2018-03-03,6000,2056,1
2018-03-03,6000,2195,1
2018-03-03,6000,2210,1
2018-03-03,6000,2281,1
2018-03-03,6000,2794,1
2018-03-03,6000,2966,1
2018-03-03,6000,3098,1
2018-03-03,7000,2314,1
2018-03-03,7000,2433,1
2018-03-03,7000,2440,1
2018-03-03,7000,2507,1
2018-03-03,7000,2710,1
2018-03-03,7000,2722,1
2018-03-03,7000,3335,1
2018-03-03,8000,2697,1
2018-03-03,8000,2824,1
2018-03-03,8000,2861,1
2018-03-03,8000,3363,1
2018-03-03,9000,2612,1
2018-03-04,3000,3131,1
2018-03-04,4000,2498,1
2018-03-04,5000,2091,1
2018-03-04,5000,2218,1
2018-03-04,5000,2403,1
2018-03-04,5000,2978,1
2018-03-04,5000,3239,1
2018-03-04,5000,3503,1
2018-03-04,6000,2224,1
2018-03-04,6000,2848,1
2018-03-04,6000,2889,1
2018-03-04,6000,3012,1
2018-03-04,6000,3531,1
2018-03-04,6000,3779,1
2018-03-04,7000,1929,1
2018-03-04,7000,2415,1
2018-03-04,7000,2544,1
2018-03-04,7000,2592,1
2018-03-04,7000,3104,1
2018-03-04,8000,2273,1
2018-03-04,8000,2796,1
2018-03-04,8000,3271,1
2018-03-04,9000,1737,1
2018-03-04,9000,2224,1
2018-03-05,3000,2020,1
2018-03-05,3000,2662,1
2018-03-05,4000,3044,1
2018-03-05,4000,3427,1
2018-03-05,5000,1988,1
2018-03-05,5000,2267,1
2018-03-05,5000,2459,1
2018-03-05,5000,2570,1
2018-03-05,5000,3257,1
2018-03-05,6000,2314,1
2018-03-05,6000,2387,1
2018-03-05,6000,3442,1
2018-03-05,7000,1703,1
2018-03-05,7000,1940,1
2018-03-05,7000,2142,1
2018-03-05,7000,2426,1
2018-03-05,7000,2791,1
2018-03-05,7000,2815,1
2018-03-05,7000,3111,1
2018-03-05,7000,3272,1
2018-03-05,8000,1567,1
2018-03-05,8000,1616,1
2018-03-05,8000,2256,1
2018-03-05,8000,2439,1
2018-03-06,3000,3246,1
2018-03-06,3000,3331,1
2018-03-06,4000,2061,1
2018-03-06,5000,2398,1
2018-03-06,5000,2486,1
2018-03-06,5000,2734,1
2018-03-06,5000,3386,1
2018-03-06,6000,2001,1
2018-03-06,6000,2234,1
2018-03-06,6000,2364,1
2018-03-06,6000,2450,1
2018-03-06,6000,2651,1
2018-03-06,6000,2757,1
2018-03-06,6000,2883,1
2018-03-06,6000,3113,1
2018-03-06,7000,1915,1
2018-03-06,7000,2087,1
2018-03-06,7000,2957,1
2018-03-06,8000,1500,1
2018-03-06,8000,2199,1
2018-03-06,8000,2271,1
2018-03-06,8000,2387,1
2018-03-06,8000,2684,1
2018-03-06,9000,2098,1
2018-03-07,3000,1822,1
2018-03-07,3000,2531,1
2018-03-07,4000,1692,1
2018-03-07,5000,2095,1
2018-03-07,5000,3082,1
2018-03-07,6000,1719,1
2018-03-07,6000,2126,1
2018-03-07,6000,2482,1
2018-03-07,6000,2489,1
2018-03-07,6000,2647,1
2018-03-07,6000,2733,1
2018-03-07,6000,2942,1
2018-03-07,7000,1500,1
2018-03-07,7000,1873,1
2018-03-07,7000,1992,1
2018-03-07,7000,2235,1
2018-03-07,7000,2359,1
2018-03-07,7000,2600,1
2018-03-07,7000,2758,1
2018-03-07,7000,2868,1
2018-03-07,7000,2897,1
2018-03-07,7000,3074,1
2018-03-07,8000,2533,1
2018-03-07,9000,2133,1
2018-03-08,4000,1964,1
2018-03-08,4000,2259,1
2018-03-08,4000,2510,1
2018-03-08,5000,2316,1
2018-03-08,5000,2409,1
2018-03-08,5000,2718,1
2018-03-08,5000,2952,1
2018-03-08,5000,3187,1
2018-03-08,6000,1995,1
2018-03-08,6000,2100,1
2018-03-08,6000,2177,1
2018-03-08,6000,3312,1
2018-03-08,6000,3529,1
2018-03-08,7000,1500,1
2018-03-08,7000,2023,1
2018-03-08,7000,2086,1
2018-03-08,7000,2561,1
2018-03-08,7000,2714,1
2018-03-08,7000,2810,1
2018-03-08,7000,2847,1
2018-03-08,8000,1500,1
2018-03-08,8000,2543,1
2018-03-08,9000,2136,1
2018-03-08,9000,2588,1
2018-03-09,4000,2287,1
2018-03-09,4000,2461,1
2018-03-09,4000,2534,1
2018-03-09,5000,2557,1
2018-03-09,5000,2649,1
2018-03-09,5000,2742,1
2018-03-09,6000,2410,1
2018-03-09,6000,2926,1
2018-03-09,6000,3074,1
2018-03-09,6000,3437,1
2018-03-09,7000,1781,1
2018-03-09,7000,2077,1
2018-03-09,7000,2276,1
2018-03-09,7000,2374,1
2018-03-09,7000,2662,1
2018-03-09,7000,2960,1
2018-03-09,7000,3040,1
2018-03-09,7000,4000,1
2018-03-09,8000,1718,1
2018-03-09,8000,2124,1
2018-03-09,8000,2166,1
2018-03-09,8000,2354,1
2018-03-09,8000,3141,1
2018-03-09,9000,2942,1
2018-03-10,3000,2714,1
2018-03-10,3000,3015,1
2018-03-10,4000,2352,1
2018-03-10,4000,3206,1
2018-03-10,5000,2178,1
2018-03-10,5000,2512,1
2018-03-10,5000,2790,1
2018-03-10,5000,2993,1
2018-03-10,6000,2298,1
2018-03-10,6000,2597,1
2018-03-10,6000,2663,1
2018-03-10,6000,2712,1
2018-03-10,7000,1966,1
2018-03-10,7000,2323,1
2018-03-10,7000,2406,1
2018-03-10,7000,2460,1
2018-03-10,7000,2669,1
2018-03-10,7000,2726,1
2018-03-10,7000,3094,1
2018-03-10,7000,3531,1
2018-03-10,7000,3795,1
2018-03-10,8000,1969,1
2018-03-10,8000,2333,1
2018-03-10,9000,2022,1
2018-03-11,3000,2000,1
2018-03-11,3000,2039,1
2018-03-11,3000,3148,1
2018-03-11,3000,3159,1
2018-03-11,4000,2196,1
2018-03-11,4000,2920,1
2018-03-11,5000,2248,1
2018-03-11,5000,2317,1
2018-03-11,5000,2339,1
2018-03-11,5000,2441,1
2018-03-11,5000,3109,1
2018-03-11,5000,3261,1
2018-03-11,5000,3308,1
2018-03-11,6000,2304,1
2018-03-11,7000,1500,1
2018-03-11,7000,1997,1
2018-03-11,7000,2381,1
2018-03-11,7000,2489,1
2018-03-11,7000,2773,1
2018-03-11,7000,3070,1
2018-03-11,8000,2284,1
2018-03-11,8000,2999,1
2018-03-11,8000,3159,1
2018-03-11,9000,2584,1
2018-03-12,4000,1910,1
2018-03-12,4000,2371,1
2018-03-12,4000,2488,1
2018-03-12,5000,1827,1
2018-03-12,5000,2675,1
2018-03-12,5000,2757,1
2018-03-12,5000,3094,1
2018-03-12,6000,2000,1
2018-03-12,6000,2161,1
2018-03-12,6000,2268,1
2018-03-12,6000,2601,1
2018-03-12,6000,2793,1
2018-03-12,6000,2817,1
2018-03-12,6000,2936,1
2018-03-12,6000,3469,1
2018-03-12,7000,2048,1
2018-03-12,7000,2263,1
2018-03-12,7000,2590,1
2018-03-12,7000,2642,1
2018-03-12,7000,2662,1
2018-03-12,7000,2702,1
2018-03-12,7000,2745,1
2018-03-12,8000,2563,1
2018-03-12,8000,3055,1
2018-03-13,3000,2232,1
2018-03-13,4000,2370,1
2018-03-13,5000,2434,1
2018-03-13,5000,2455,1
2018-03-13,5000,2666,1
2018-03-13,5000,2836,1
2018-03-13,6000,1500,1
2018-03-13,6000,2013,1
2018-03-13,6000,2032,1
2018-03-13,6000,2379,1
2018-03-13,6000,2440,1
2018-03-13,6000,2869,1
2018-03-13,6000,3054,1
2018-03-13,7000,2232,1
2018-03-13,7000,2282,1
2018-03-13,7000,2595,1
2018-03-13,7000,2924,1
2018-03-13,7000,3450,1
2018-03-13,8000,2705,1
2018-03-13,8000,2808,1
2018-03-13,8000,2855,1
2018-03-13,8000,3043,1
2018-03-13,9000,2757,1
2018-03-13,9000,2904,1
2018-03-14,3000,2416,1
2018-03-14,3000,2535,1
2018-03-14,3000,2595,1
2018-03-14,4000,2751,1
2018-03-14,4000,3081,1
2018-03-14,5000,1500,1
2018-03-14,5000,2325,1
2018-03-14,5000,2388,1
2018-03-14,6000,1973,1
2018-03-14,6000,2348,1
2018-03-14,6000,2684,1
2018-03-14,6000,3419,1
2018-03-14,7000,1692,1
2018-03-14,7000,2619,1
2018-03-14,7000,2900,1
2018-03-14,7000,3001,1
2018-03-14,7000,3355,1
2018-03-14,8000,2036,1
2018-03-14,8000,2490,1
2018-03-14,8000,2839,1
2018-03-14,8000,2975,1
2018-03-14,8000,2988,1
2018-03-14,9000,1966,1
2018-03-14,9000,2448,1
2018-03-15,4000,2412,1
2018-03-15,4000,3585,1
2018-03-15,5000,2078,1
2018-03-15,6000,2173,1
2018-03-15,6000,2562,1
2018-03-15,6000,2597,1
2018-03-15,6000,2776,1
2018-03-15,6000,2976,1
2018-03-15,6000,3157,1
2018-03-15,6000,3320,1
2018-03-15,7000,1585,1
2018-03-15,7000,1840,1
2018-03-15,7000,2129,1
2018-03-15,7000,2431,1
2018-03-15,7000,2522,1
2018-03-15,7000,2538,1
2018-03-15,7000,2756,1
2018-03-15,7000,2871,1
2018-03-15,7000,3187,1
2018-03-15,8000,2377,1
2018-03-15,8000,3306,1
2018-03-15,8000,3348,1
2018-03-15,9000,1699,1
2018-03-15,9000,2189,1
2018-03-16,4000,2285,1
2018-03-16,4000,2481,1
2018-03-16,4000,2880,1
2018-03-16,5000,1771,1
2018-03-16,5000,2124,1
2018-03-16,5000,2836,1
2018-03-16,6000,1562,1
2018-03-16,6000,2102,1
2018-03-16,6000,2340,1
2018-03-16,6000,2420,1
2018-03-16,6000,2541,1
2018-03-16,6000,3038,1
2018-03-16,6000,3170,1
2018-03-16,7000,1797,1
2018-03-16,7000,2124,1
2018-03-16,7000,2194,1
2018-03-16,7000,2345,1
2018-03-16,7000,2458,1
2018-03-16,7000,2511,1
2018-03-16,7000,2660,1
2018-03-16,8000,1748,1
2018-03-16,8000,2154,1
2018-03-16,8000,2558,1
2018-03-16,8000,2607,1
2018-03-17,3000,2366,1
2018-03-17,4000,1709,1
2018-03-17,4000,2175,1
2018-03-17,4000,2388,1
2018-03-17,4000,2634,1
2018-03-17,4000,3451,1
2018-03-17,5000,1500,1
2018-03-17,5000,1708,1
2018-03-17,5000,2006,1
2018-03-17,5000,2140,1
2018-03-17,5000,2434,1
2018-03-17,6000,1743,1
2018-03-17,6000,2538,1
2018-03-17,7000,1598,1
2018-03-17,7000,2054,1
2018-03-17,7000,2146,1
2018-03-17,7000,2394,1
2018-03-17,7000,2754,1
2018-03-17,7000,2948,1
2018-03-17,7000,3306,1
2018-03-17,8000,2258,1
2018-03-17,8000,2470,1
2018-03-17,9000,2573,1
2018-03-17,9000,2948,1
2018-03-18,3000,2067,1
2018-03-18,3000,2854,1
2018-03-18,4000,2509,1
2018-03-18,4000,2584,1
2018-03-18,5000,2436,1
2018-03-18,5000,2451,1
2018-03-18,5000,2554,1
2018-03-18,5000,2617,1
2018-03-18,5000,2721,1
2018-03-18,5000,3205,1
2018-03-18,6000,1986,1
2018-03-18,6000,2580,1
2018-03-18,7000,1928,1
2018-03-18,7000,2194,1
2018-03-18,7000,2396,1
2018-03-18,7000,2483,1
2018-03-18,7000,2546,1
2018-03-18,7000,2977,1
2018-03-18,7000,3133,1
2018-03-18,8000,1559,1
2018-03-18,8000,1955,1
2018-03-18,8000,2681,1
2018-03-18,9000,2226,1
2018-03-18,9000,2644,1
2018-03-19,3000,2714,1
2018-03-19,3000,3016,1
2018-03-19,5000,1626,1
2018-03-19,5000,2960,1
2018-03-19,5000,3063,1
2018-03-19,5000,3152,1
2018-03-19,6000,1669,1
2018-03-19,6000,1955,1
2018-03-19,6000,2393,1
2018-03-19,6000,2905,1
2018-03-19,6000,2985,1
2018-03-19,7000,1903,1
2018-03-19,7000,1947,1
2018-03-19,7000,2165,1
2018-03-19,7000,2177,1
2018-03-19,7000,2295,1
2018-03-19,7000,2375,1
